Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.545433044433594,35.4247016342326,26.900126354297335,29.05149029632149,855215656
1,2007-10-08,30.879335403442383,33.64537299695017,30.68522665535057,33.64537299695017,126671715
2,2007-10-09,32.98215866088867,33.27331948307246,29.22940698628121,30.89549805737403,116725709
3,2007-10-10,33.28950119018555,33.96887948189164,32.99834031886197,33.839472943776364,67931378
4,2007-10-11,37.00991439819336,38.82158902053045,32.99835198382934,38.82158902053045,106320954
5,2007-10-12,36.76726531982422,38.14219575573812,35.90995663148673,36.23346967523118,99410791
6,2007-10-15,37.25254440307617,37.75399238175067,36.929031276677506,37.52753143810056,41814972
7,2007-10-16,41.05381774902344,41.70084829693079,37.0422564347305,37.30106514355186,138614496
8,2007-10-17,44.25660705566406,45.29184642634732,34.32475013602845,36.88050514839878,204876259
9,2007-10-18,42.70374298095703,48.34904899278738,40.875894629309066,44.96833494637907,146617799
10,2007-10-19,42.558162689208984,44.28895877280891,40.439149103294625,41.73320159377269,110266491
11,2007-10-22,41.992000579833984,43.30222652992909,40.60089198840136,41.70083974513797,72253405
12,2007-10-23,44.98448944091797,45.38888064940692,43.02723335907614,43.02723335907614,74594921
13,2007-10-24,44.28894805908203,46.42413502944351,43.787500207568094,45.93886107497698,63055170
14,2007-10-25,44.191898345947266,45.2271420031388,39.0318627353921,42.78461550780248,34522489
15,2007-10-26,45.51829528808594,46.24619962855069,43.75514746378963,44.96832136456422,62370025
16,2007-10-29,46.44031524658203,47.556437156688446,46.03592388609813,46.26238480313995,43657697
17,2007-10-30,47.47557830810547,48.75345289729062,45.68007730021377,47.07118678217431,79921711
18,2007-10-31,48.4622688293457,49.529864582852305,47.55643399721294,47.718190530659996,44655368
19,2007-11-01,47.37851333618164,50.03132303264523,46.99030017265182,49.659283772122784,50632492
20,2007-11-02,48.23580551147461,48.52697076743782,45.2918358726007,45.66387939123668,32001693
21,2007-11-05,49.22254180908203,50.30631182174267,47.91231081899563,48.20347618652256,38833135
22,2007-11-06,49.86956024169922,53.023813193798766,49.190181805199956,50.07984289425368,81880281
23,2007-11-07,49.141666412353516,51.50331097134222,48.0417224312893,50.791584577914094,33593141
24,2007-11-08,48.3005256652832,49.61075658162685,47.23293400419847,47.87996031708086,27990521
25,2007-11-12,49.46516036987305,50.33864740840499,45.56682526878262,46.844703642204024,35153735
26,2007-11-13,50.6459846496582,51.665049985482575,48.704906147925286,50.306297667025746,43830531
27,2007-11-14,49.982784271240234,52.24737584245198,49.7239711732027,51.53564530775749,36738579
28,2007-11-15,50.82392120361328,51.71358221377355,49.86955581936141,50.92097337682353,29242252
29,2007-11-16,50.46806335449219,51.616533254301935,49.88573706568886,50.59746773380588,18895294
30,2007-11-19,52.2959098815918,54.1884625744143,51.228318305090724,51.61653142930581,40716718
31,2007-11-20,51.487125396728516,53.54143458880899,50.85627305679133,52.0856255470409,26342171
32,2007-11-21,47.47557830810547,52.10181560958645,46.32710374170363,51.79448068263609,26814499
33,2007-11-22,45.84180450439453,48.882830339009885,43.85220035067249,46.97410005066695,34096185
34,2007-11-23,48.882843017578125,49.1740039274089,46.132977304053334,48.85049083027977,27664090
35,2007-11-26,49.271060943603516,50.69451783327973,48.882847821652355,50.69451783327973,20159123
36,2007-11-27,48.05788040161133,50.11218937819072,47.55643687277575,50.11218937819072,20573198
37,2007-11-28,47.34616470336914,49.3357743193289,47.02265151546394,49.109313332623884,16435311
38,2007-11-29,46.06828308105469,48.78579255934553,45.46978289890112,48.52698380443317,25530967
39,2007-11-30,47.84760665893555,48.13876761323275,46.26239311849263,46.90941941156548,18437721
40,2007-12-03,48.52698516845703,49.12548536743358,48.05788935057404,48.42992859169096,16851227
41,2007-12-04,47.89612579345703,49.254882566637754,47.540260506392826,48.850491192230066,14008727
42,2007-12-05,49.80485153198242,49.98278636708058,47.87995124849518,47.9770034218744,27725290
43,2007-12-06,48.882843017578125,51.64887824286127,48.25199072300544,50.888621587022385,24104710
44,2007-12-07,48.67254638671875,49.88572026148683,47.79906382964153,49.1901681175384,11742386
45,2007-12-10,48.721073150634766,49.31956870637731,48.09022102851164,49.141638306766176,8330010
46,2007-12-11,48.494632720947266,49.432819963847166,48.251997862201016,49.15783291301585,11685950
47,2007-12-12,48.4622688293457,48.8990123472381,47.55643399721294,47.87994706410704,16342131
48,2007-12-13,47.65349578857422,49.17400926530553,47.47556532100952,48.52698300081181,14620172
49,2007-12-14,47.18439483642578,47.928477592054016,46.94176001375016,47.49173403365245,10991851
50,2007-12-17,44.337486267089844,47.718200260649056,43.67428171197001,47.45938712160436,19355678
51,2007-12-18,44.14337158203125,45.615354383709644,42.76844095200724,43.83603239191387,21607783
52,2007-12-19,43.334590911865234,45.955047937900126,42.962551718991826,45.56683045703299,19526912
53,2007-12-20,42.897850036621094,44.25660691705124,42.70374128399857,43.90074160189786,17105204
54,2007-12-24,44.208072662353516,44.903624875209005,43.18900299624993,43.54486824568874,16711519
55,2007-12-26,45.55065155029297,46.10062552308345,44.450707992638826,44.450707992638826,20930094
56,2007-12-27,45.87417984008789,47.13588035095604,45.48596227308464,46.48885399790281,44565277
57,2007-12-28,46.230037689208984,46.424146441124854,45.29184611960357,45.777115805429446,18354518
58,2007-12-31,46.569725036621094,46.84471207141228,46.00357706590355,46.58590332568387,11982308
59,2008-01-01,47.42703628540039,47.86377990482186,46.375618573573185,46.81236219299466,16687746
60,2008-01-02,47.16822814941406,47.782902249932214,46.47267576230332,47.427036911339215,13437280
61,2008-01-03,49.10929870605469,49.30340743857072,46.31091134172383,46.87705925193811,31815218
62,2008-01-04,48.850494384765625,50.46805998810944,48.52698126409687,49.82103374677192,28011310
63,2008-01-07,48.44609832763672,49.56221585391419,47.92847650673131,48.543150499338374,15858063
64,2008-01-08,46.79619598388672,49.17401884680252,46.23004789214146,48.4946402591225,13282666
65,2008-01-09,46.052101135253906,47.054992659791424,45.93887066849642,46.8447100146289,13113527
66,2008-01-10,44.9521484375,47.55643110010215,44.64480928750281,46.26237891135868,18023003
67,2008-01-11,45.63152313232422,46.068266589328225,43.8360232286247,45.566818772795415,11629440
68,2008-01-14,46.327083587646484,46.812353207653,44.984505183213855,45.71240961322363,10264240
69,2008-01-15,44.91980743408203,47.265277609880734,44.54776821481673,47.071173243605,11558334
70,2008-01-16,43.99779510498047,44.9683345092994,42.88167742277033,44.596295281896026,14834065
71,2008-01-17,45.17861557006836,46.181507032544616,43.221358731315455,44.15954582024081,16169395
72,2008-01-18,43.07577896118164,44.85510090419646,42.70373540820968,44.806570431772656,13254156
73,2008-01-21,35.74821853637695,42.70375256217938,31.138153092752834,42.70375256217938,33202389
74,2008-01-22,32.15720748901367,33.968881582979066,25.541363363312325,32.221909665091694,58755707
75,2008-01-23,35.74821853637695,37.12314968101232,32.67484303660379,32.67484303660379,28425991
76,2008-01-24,35.82908630371094,38.36866513699548,34.13064244798864,37.673112816523265,29911930
77,2008-01-25,37.67311477661133,37.85104524415448,36.152601300064134,37.5275321119468,12550722
