Price,Close,High,Low,Open,Volume,20EMA,50EMA,100EMA,200EMA
Ticker,APLE,APLE,APLE,APLE,APLE,,,,
Date,,,,,,,,,
2016-02-17,12.277390480041504,12.320861070175111,11.86752322380357,12.016565754755115,796700,11.73042075652416,11.75037335447235,11.703361851022242,11.485357848459758
2016-02-18,12.339493751525879,12.364333584975402,12.109719073571915,12.345702821524563,897700,11.788427708429085,11.773476115141115,11.715958522319344,11.493856713166885
2016-02-19,12.209083557128906,12.749363975410343,12.171823206225593,12.351915889329273,622400,11.828490170210019,11.79055875992495,11.725723374493791,11.500973398181431
2016-02-22,12.178032875061035,12.370546060680464,12.128352014756501,12.296024177981092,462800,11.861779951624401,11.80575382326362,11.7346799982674,11.507710308399139
2016-02-23,12.165609359741211,12.364332751887462,12.109718257639472,12.171819613806386,493500,11.890716085730762,11.819865805086271,11.74321325295005,11.514256567616474
2016-02-24,12.339493751525879,12.40159392739215,11.997936861836738,12.091088310121075,544800,11.933456815806489,11.840243371613315,11.755020787575313,11.522467882879257
2016-02-25,12.414015769958496,12.420226025109258,12.237027643859493,12.3581246580867,915200,11.979224335249537,11.862744249979794,11.768070193167059,11.531339006133777
2016-02-26,11.799210548400879,12.389171549614778,11.761950215166891,12.28359961838128,910500,11.962080165073473,11.860252732270817,11.768686833864757,11.534004394614048
2016-02-29,11.867886543273926,12.189399128892788,11.799213489742879,11.842914090807337,1027300,11.953109343949706,11.860552097408194,11.770651184546127,11.537326605048476
2016-03-01,12.048934936523438,12.048934936523438,11.81170253522788,11.967776828140114,528600,11.962235590861491,11.867939659726439,11.776161753892213,11.542417235212406
2016-03-02,12.304896354675293,12.34859815576146,12.030206463790481,12.073907074124323,1131100,11.994869949319948,11.8850752163911,11.786631745986927,11.550004092122485
2016-03-03,12.392294883728027,12.423509255400994,12.223734418889324,12.273678128017242,575000,12.032719943073099,11.904966183737645,11.798625075447147,11.558385095024034
2016-03-04,12.460968971252441,12.467212084855534,12.342353385050185,12.379810875916572,802800,12.073505564804464,11.92677021462058,11.811740796156164,11.56736602911586
2016-03-07,12.423505783081055,12.467206367509851,12.336104614223462,12.398534530872437,511500,12.106838918926044,11.946250040834716,11.823854954313093,11.575884832637902
2016-03-08,12.286168098449707,12.448485500286205,12.261195640896869,12.311139365250229,498700,12.123917888404488,11.959580160741186,11.833009670038571,11.58295232782011
2016-03-09,12.411016464233398,12.411016464233397,12.198756705802293,12.23621417014292,521100,12.151260609912002,11.977283545191861,11.844455349131536,11.591191771963526
2016-03-10,12.44223403930664,12.45472025970696,12.242459275907583,12.42350470870616,893500,12.178972365092445,11.995516897902245,11.856292550917182,11.599659854225647
2016-03-11,12.467205047607422,12.473448157686525,12.379803888002987,12.44223379804251,549500,12.206423096760538,12.014014472400486,11.868389828079364,11.60829214470706
2016-03-14,12.467205047607422,12.479691267765626,12.373560777923887,12.454720018200712,543900,12.23125947303167,12.031786651820365,11.88024755519873,11.616838541750845
2016-03-15,12.229976654052734,12.454723924382016,12.220612581372968,12.454723924382016,371900,12.23113729979558,12.039558808770654,11.887172883888908,11.622939418490168
2016-03-16,12.304896354675293,12.34859815576146,12.18628075255553,12.22998136288937,497300,12.238161971688886,12.049964202727699,11.895444635785669,11.629725059646239
